"","BID_UNIT","QUANTITY","UNIT","UNIT_RATE","MILESTONE_RATE","MILESTONE_PERCENTAGE","MILESTONE_NM","MILESTONE_CTGY","MILESTONE_CTGY_GRP","CONSTRUCTION_TYPE","MARKET_ID"
"3168","C-200.2",81435,"foot",2.95,1.18,40,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",58
"3169","C-200.2",81435,"foot",2.95,1.18,40,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",58
"3170","C-200.2A",1,"foot",2.95,0.4425,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",58
"3171","C-200.2A",1,"foot",2.95,0.4425,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",58
"3172","C-200.2B",1,"foot",2.95,0.4425,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",58
"3173","C-200.2B",1,"foot",2.95,0.4425,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",58
"3174","C-200.2X",1,"foot",2.95,0.4425,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",58
"3175","C-200.2X",1,"foot",2.95,0.4425,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",58
"3176","C-300.1",643754,"foot",2.9,1.74,60,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",58
"3177","C-300.1",643754,"foot",2.9,1.74,60,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",58
"3178","C-300.1X",1,"foot",2.9,2.465,85,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",58
"3179","C-300.1X",1,"foot",2.9,2.465,85,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",58
"3180","C-300.2",643754,"foot",2.9,1.16,40,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",58
"3181","C-300.2",643754,"foot",2.9,1.16,40,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",58
"3182","C-300.2X",1,"foot",2.9,0.435,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",58
"3183","C-300.2X",1,"foot",2.9,0.435,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",58
"3184","E-200.1",832634,"foot",0.48,0.12,25,"4-Project Management","2-Cable Design","2-Cable Design","Project Management",58
"3185","E-200.1",832634,"foot",0.48,0.12,25,"4-Project Management","2-Cable Design","2-Cable Design","Project Management",58
"3186","E-200.2",832634,"foot",0.48,0.36,75,"4-Project Management","5-Splice and Test","5-Splice and Test","Project Management",58
"3187","E-200.2",832634,"foot",0.48,0.36,75,"4-Project Management","5-Splice and Test","5-Splice and Test","Project Management",58
"3188","E-300.1",107445,"foot",2.5,1.75,70,"1-Engineering","2-Cable Design","2-Cable Design","New UG Shared",58
"3189","E-300.1",107445,"foot",2.5,1.75,70,"1-Engineering","2-Cable Design","2-Cable Design","New UG Shared",58
"3190","E-300.2",107445,"foot",2.5,0.5,20,"1-Engineering","4-Cable Placed","4-Cable Placed","New UG Shared",58
"3191","E-300.2",107445,"foot",2.5,0.5,20,"1-Engineering","4-Cable Placed","4-Cable Placed","New UG Shared",58
"3192","E-300.3",107445,"foot",2.5,0.25,10,"1-Engineering","6-As Built Complete","6-As Built","New UG Shared",58
"3193","E-300.3",107445,"foot",2.5,0.25,10,"1-Engineering","6-As Built Complete","6-As Built","New UG Shared",58
"3194","E-350.1",81435,"foot",1.9,1.33,70,"1-Engineering","2-Cable Design","2-Cable Design","Existing UG",58
"3195","E-350.1",81435,"foot",1.9,1.33,70,"1-Engineering","2-Cable Design","2-Cable Design","Existing UG",58
"3196","E-350.2",81435,"foot",1.9,0.38,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Existing UG",58
"3197","E-350.2",81435,"foot",1.9,0.38,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Existing UG",58
"3198","E-350.3",81435,"foot",1.9,0.19,10,"1-Engineering","6-As Built Complete","6-As Built","Existing UG",58
"3199","E-350.3",81435,"foot",1.9,0.19,10,"1-Engineering","6-As Built Complete","6-As Built","Existing UG",58
"3200","E-355.1",1,"foot",2,1.4,70,"1-Engineering","2-Cable Design","2-Cable Design","Existing UG",58
"3201","E-355.1",1,"foot",2,1.4,70,"1-Engineering","2-Cable Design","2-Cable Design","Existing UG",58
"3202","E-355.2",1,"foot",2,0.4,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Existing UG",58
"3203","E-355.2",1,"foot",2,0.4,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Existing UG",58
"3204","E-355.3",1,"foot",2,0.2,10,"1-Engineering","6-As Built Complete","6-As Built","Existing UG",58
"3205","E-355.3",1,"foot",2,0.2,10,"1-Engineering","6-As Built Complete","6-As Built","Existing UG",58
"3206","E-400.1",643754,"foot",2.06,1.442,70,"1-Engineering","2-Cable Design","2-Cable Design","Aerial",58
"3207","E-400.1",643754,"foot",2.06,1.442,70,"1-Engineering","2-Cable Design","2-Cable Design","Aerial",58
"3208","E-400.2",643754,"foot",2.06,0.412,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Aerial",58
"3209","E-400.2",643754,"foot",2.06,0.412,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Aerial",58
"3210","E-400.3",643754,"foot",2.06,0.206,10,"1-Engineering","6-As Built Complete","6-As Built","Aerial",58
"3211","E-400.3",643754,"foot",2.06,0.206,10,"1-Engineering","6-As Built Complete","6-As Built","Aerial",58
"3212","C-100.1",153343,"foot",55,33,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",83
"3213","C-100.1A",1,"foot",55,46.75,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",83
"3214","C-100.1B",1,"foot",55,13.75,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",83
"3215","C-100.1X",1,"foot",55,46.75,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",83
"3216","C-100.2",153343,"foot",55,22,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",83
"3217","C-100.2A",1,"foot",55,8.25,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",83
"3218","C-100.2B",1,"foot",55,8.25,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",83
"3219","C-110.1",51114,"foot",145,87,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",83
"3220","C-110.1A",1,"foot",145,123.25,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",83
"3221","C-110.1B",1,"foot",145,36.25,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",83
"3222","C-110.1X",1,"foot",145,123.25,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",83
"3223","C-110.2",51114,"foot",145,58,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",83
"3224","C-110.2A",1,"foot",145,21.75,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",83
"3225","C-110.2B",1,"foot",145,21.75,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",83
"3226","C-120.1",1,"foot",45,27,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",83
"3227","C-120.1A",1,"foot",45,38.25,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",83
"3228","C-120.1B",1,"foot",45,11.25,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",83
"3229","C-120.2",1,"foot",45,18,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Microtrench",83
"3230","C-200.1",26896,"foot",2.75,1.65,60,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",83
"3231","C-200.1A",1,"foot",2.75,2.3375,85,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",83
"3232","C-200.1B",1,"foot",2.75,0.6875,25,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",83
"3233","C-200.1X",1,"foot",2.75,2.3375,85,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",83
"3234","C-200.2",26896,"foot",2.75,1.1,40,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",83
"3235","C-200.2A",1,"foot",2.75,0.4125,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",83
"3236","C-200.2B",1,"foot",2.75,0.4125,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",83
"3237","C-300.1",267430,"foot",3.95,2.37,60,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",83
"3238","C-300.1A",1,"foot",3.95,3.3575,85,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",83
"3239","C-300.1B",1,"foot",3.95,0.9875,25,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",83
"3240","C-300.1X",1,"foot",3.95,3.3575,85,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",83
"3241","C-300.2",267430,"foot",3.95,1.58,40,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",83
"3242","C-300.2A",1,"foot",3.95,0.5925,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",83
"3243","C-300.2B",1,"foot",3.95,0.5925,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",83
"3244","E-200.1",498783,"foot",0.35,0.0875,25,"4-Project Management","2-Cable Design","2-Cable Design","Project Management",83
"3245","E-200.2",498783,"foot",0.35,0.2625,75,"4-Project Management","5-Splice and Test","5-Splice and Test","Project Management",83
"3246","E-300.1",204457,"foot",2.75,1.925,70,"1-Engineering","2-Cable Design","2-Cable Design","New UG Shared",83
"3247","E-300.2",204457,"foot",2.75,0.55,20,"1-Engineering","4-Cable Placed","4-Cable Placed","New UG Shared",83
"3248","E-300.3",204457,"foot",2.75,0.275,10,"1-Engineering","6-As Built Complete","6-As Built","New UG Shared",83
"3249","E-350.1",26896,"foot",1.75,1.225,70,"1-Engineering","2-Cable Design","2-Cable Design","Existing UG",83
"3250","E-350.2",26896,"foot",1.75,0.35,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Existing UG",83
"3251","E-350.3",26896,"foot",1.75,0.175,10,"1-Engineering","6-As Built Complete","6-As Built","Existing UG",83
"3252","E-355.1",1,"foot",1.5,1.05,70,"1-Engineering","2-Cable Design","2-Cable Design","Existing UG",83
"3253","E-355.2",1,"foot",1.5,0.3,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Existing UG",83
"3254","E-355.3",1,"foot",1.5,0.15,10,"1-Engineering","6-As Built Complete","6-As Built","Existing UG",83
"3255","E-400.1",267430,"foot",2.55,1.785,70,"1-Engineering","2-Cable Design","2-Cable Design","Aerial",83
"3256","E-400.2",267430,"foot",2.55,0.51,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Aerial",83
"3257","E-400.3",267430,"foot",2.55,0.255,10,"1-Engineering","6-As Built Complete","6-As Built","Aerial",83
"3258","C-100.1",4244279,"foot",39.25,23.55,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",22
"3259","C-100.1A",1,"foot",39.25,33.3625,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",22
"3260","C-100.1B",1,"foot",39.25,9.8125,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",22
"3261","C-100.1X",1,"foot",39.25,33.3625,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",22
"3262","C-100.2",4244279,"foot",39.25,15.7,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",22
"3263","C-100.2A",1,"foot",39.25,5.8875,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",22
"3264","C-100.2B",1,"foot",39.25,5.8875,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",22
"3265","C-100.2X",1,"foot",39.25,5.8875,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",22
"3266","C-110.1",650867,"foot",107,64.2,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",22
"3267","C-110.1A",1,"foot",107,90.95,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",22
"3268","C-110.1B",1,"foot",107,26.75,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",22
"3269","C-110.1X",1,"foot",107,90.95,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",22
"3270","C-110.2",650867,"foot",107,42.8,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",22
"3271","C-110.2A",1,"foot",107,16.05,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",22
"3272","C-110.2B",1,"foot",107,16.05,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",22
"3273","C-110.2X",1,"foot",107,16.05,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",22
"3274","C-120.1",83770,"foot",30.4,18.24,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",22
"3275","C-120.1A",1,"foot",30.4,25.84,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",22
"3276","C-120.1B",1,"foot",30.4,7.6,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",22
"3277","C-120.2",83770,"foot",30.4,12.16,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Microtrench",22
"3278","C-120.2X",1,"foot",30.4,4.56,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Microtrench",22
"3279","C-200.1",3703091,"foot",3.49,2.094,60,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",22
"3280","C-200.1A",1,"foot",3.49,2.9665,85,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",22
"3281","C-200.1B",1,"foot",3.49,0.8725,25,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",22
"3282","C-200.1X",1,"foot",3.49,2.9665,85,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",22
"3283","C-200.2",3703091,"foot",3.49,1.396,40,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",22
"3284","C-200.2A",1,"foot",3.49,0.5235,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",22
"3285","C-200.2B",1,"foot",3.49,0.5235,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",22
"3286","C-200.2X",1,"foot",3.49,0.5235,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",22
"3287","C-300.1",7719309,"foot",3.2,1.92,60,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",22
"3288","C-300.1A",1,"foot",3.2,2.72,85,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",22
"3289","C-300.1B",1,"foot",3.2,0.8,25,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",22
"3290","C-300.1X",1,"foot",3.2,2.72,85,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",22
"3291","C-300.2",7719309,"foot",3.2,1.28,40,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",22
"3292","C-300.2A",1,"foot",3.2,0.48,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",22
"3293","C-300.2B",1,"foot",3.2,0.48,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",22
"3294","C-300.2X",1,"foot",3.2,0.48,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",22
"3295","E-200.1",16401317,"foot",0.45,0.1125,25,"4-Project Management","2-Cable Design","2-Cable Design","Project Management",22
"3296","E-200.2",16401317,"foot",0.45,0.3375,75,"4-Project Management","5-Splice and Test","5-Splice and Test","Project Management",22
"3297","E-300.1",4978916,"foot",2.46,1.722,70,"1-Engineering","2-Cable Design","2-Cable Design","New UG Shared",22
"3298","E-300.2",4978916,"foot",2.46,0.492,20,"1-Engineering","4-Cable Placed","4-Cable Placed","New UG Shared",22
"3299","E-300.3",4978916,"foot",2.46,0.246,10,"1-Engineering","6-As Built Complete","6-As Built","New UG Shared",22
"3300","E-350.1",2175321,"foot",1.97,1.379,70,"1-Engineering","2-Cable Design","2-Cable Design","Existing UG",22
"3301","E-350.2",2175321,"foot",1.97,0.394,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Existing UG",22
"3302","E-350.3",2175321,"foot",1.97,0.197,10,"1-Engineering","6-As Built Complete","6-As Built","Existing UG",22
"3303","E-355.1",1527770,"foot",1.86,1.302,70,"1-Engineering","2-Cable Design","2-Cable Design","Existing UG",22
"3304","E-355.2",1527770,"foot",1.86,0.372,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Existing UG",22
"3305","E-355.3",1527770,"foot",1.86,0.186,10,"1-Engineering","6-As Built Complete","6-As Built","Existing UG",22
"3306","E-400.1",7719309,"foot",2.18,1.526,70,"1-Engineering","2-Cable Design","2-Cable Design","Aerial",22
"3307","E-400.2",7719309,"foot",2.18,0.436,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Aerial",22
"3308","E-400.3",7719309,"foot",2.18,0.218,10,"1-Engineering","6-As Built Complete","6-As Built","Aerial",22
"3309","C-100.1",428425,"foot",31,18.6,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",39
"3310","C-100.1A",1,"foot",31,26.35,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",39
"3311","C-100.1B",1,"foot",31,7.75,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",39
"3312","C-100.1X",1,"foot",31,26.35,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",39
"3313","C-100.2",428425,"foot",31,12.4,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",39
"3314","C-100.2A",1,"foot",31,4.65,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",39
"3315","C-100.2B",1,"foot",31,4.65,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",39
"3316","C-100.2X",1,"foot",31,4.65,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",39
"3317","C-110.1",186218,"foot",65,39,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",39
"3318","C-110.1A",1,"foot",65,55.25,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",39
"3319","C-110.1B",1,"foot",65,16.25,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",39
"3320","C-110.1X",1,"foot",65,55.25,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",39
"3321","C-110.2",186218,"foot",65,26,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",39
"3322","C-110.2A",1,"foot",65,9.75,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",39
"3323","C-110.2B",1,"foot",65,9.75,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",39
"3324","C-110.2X",1,"foot",65,9.75,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",39
"3325","C-120.1",1,"foot",25,15,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",39
"3326","C-120.1A",1,"foot",25,21.25,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",39
"3327","C-120.1B",1,"foot",25,6.25,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",39
"3328","C-120.2",1,"foot",25,10,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Microtrench",39
"3329","C-120.2X",1,"foot",25,3.75,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Microtrench",39
"3330","C-200.1",68208,"foot",2.75,1.65,60,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",39
"3331","C-200.1A",1,"foot",2.75,2.3375,85,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",39
"3332","C-200.1B",1,"foot",2.75,0.6875,25,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",39
"3333","C-200.1X",1,"foot",2.75,2.3375,85,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",39
"3334","C-200.2",68208,"foot",2.75,1.1,40,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",39
"3335","C-200.2A",1,"foot",2.75,0.4125,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",39
"3336","C-200.2B",1,"foot",2.75,0.4125,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",39
"3337","C-200.2X",1,"foot",2.75,0.4125,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",39
"3338","C-300.1",561962,"foot",3.75,2.25,60,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",39
"3339","C-300.1A",1,"foot",3.75,3.1875,85,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",39
"3340","C-300.1B",1,"foot",3.75,0.9375,25,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",39
"3341","C-300.1X",1,"foot",3.75,3.1875,85,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",39
"3342","C-300.2",561962,"foot",3.75,1.5,40,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",39
"3343","C-300.2A",1,"foot",3.75,0.5625,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",39
"3344","C-300.2B",1,"foot",3.75,0.5625,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",39
"3345","C-300.2X",1,"foot",3.75,0.5625,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",39
"3346","E-200.1",1244813,"foot",0.35,0.0875,25,"4-Project Management","2-Cable Design","2-Cable Design","Project Management",39
"3347","E-200.2",1244813,"foot",0.35,0.2625,75,"4-Project Management","5-Splice and Test","5-Splice and Test","Project Management",39
"3348","E-300.1",614643,"foot",2.5,1.75,70,"1-Engineering","2-Cable Design","2-Cable Design","New UG Shared",39
"3349","E-300.2",614643,"foot",2.5,0.5,20,"1-Engineering","4-Cable Placed","4-Cable Placed","New UG Shared",39
"3350","E-300.3",614643,"foot",2.5,0.25,10,"1-Engineering","6-As Built Complete","6-As Built","New UG Shared",39
"3351","E-350.1",68208,"foot",1.75,1.225,70,"1-Engineering","2-Cable Design","2-Cable Design","Existing UG",39
"3352","E-350.2",68208,"foot",1.75,0.35,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Existing UG",39
"3353","E-350.3",68208,"foot",1.75,0.175,10,"1-Engineering","6-As Built Complete","6-As Built","Existing UG",39
"3354","E-355.1",1,"foot",1.5,1.05,70,"1-Engineering","2-Cable Design","2-Cable Design","Existing UG",39
"3355","E-355.2",1,"foot",1.5,0.3,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Existing UG",39
"3356","E-355.3",1,"foot",1.5,0.15,10,"1-Engineering","6-As Built Complete","6-As Built","Existing UG",39
"3357","E-400.1",561962,"foot",2.2,1.54,70,"1-Engineering","2-Cable Design","2-Cable Design","Aerial",39
"3358","E-400.2",561962,"foot",2.2,0.44,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Aerial",39
"3359","E-400.3",561962,"foot",2.2,0.22,10,"1-Engineering","6-As Built Complete","6-As Built","Aerial",39
"3360","C-100.1",1949170,"foot",33.58,20.148,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",14
"3361","C-100.1A",1,"foot",33.58,28.543,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",14
"3362","C-100.1B",1,"foot",33.58,8.395,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",14
"3363","C-100.1X",1,"foot",33.58,28.543,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",14
"3364","C-100.2",1949170,"foot",33.58,13.432,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",14
"3365","C-100.2A",1,"foot",33.58,5.037,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",14
"3366","C-100.2B",1,"foot",33.58,5.037,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",14
"3367","C-100.2X",1,"foot",33.58,5.037,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",14
"3368","C-110.1",236660,"foot",89.91,53.946,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",14
"3369","C-110.1A",1,"foot",89.91,76.4235,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",14
"3370","C-110.1B",1,"foot",89.91,22.4775,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",14
"3371","C-110.1X",1,"foot",89.91,76.4235,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",14
"3372","C-110.2",236660,"foot",89.91,35.964,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",14
"3373","C-110.2A",1,"foot",89.91,13.4865,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",14
"3374","C-110.2B",1,"foot",89.91,13.4865,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",14
"3375","C-110.2X",1,"foot",89.91,13.4865,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",14
"3376","C-120.1",39430,"foot",30.4,18.24,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",14
"3377","C-120.1A",1,"foot",30.4,25.84,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",14
"3378","C-120.1B",1,"foot",30.4,7.6,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",14
"3379","C-120.2",39430,"foot",30.4,12.16,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Microtrench",14
"3380","C-120.2X",1,"foot",30.4,4.56,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Microtrench",14
"3381","C-200.1",1756360,"foot",2.86,1.716,60,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",14
"3382","C-200.1A",1,"foot",2.86,2.431,85,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",14
"3383","C-200.1B",1,"foot",2.86,0.715,25,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",14
"3384","C-200.1X",1,"foot",2.86,2.431,85,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",14
"3385","C-200.2",1756360,"foot",2.86,1.144,40,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",14
"3386","C-200.2A",1,"foot",2.86,0.429,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",14
"3387","C-200.2B",1,"foot",2.86,0.429,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",14
"3388","C-200.2X",1,"foot",2.86,0.429,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",14
"3389","C-300.1",4001740,"foot",2.86,1.716,60,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",14
"3390","C-300.1A",1,"foot",2.86,2.431,85,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",14
"3391","C-300.1B",1,"foot",2.86,0.715,25,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",14
"3392","C-300.1X",1,"foot",2.86,2.431,85,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",14
"3393","C-300.2",4001740,"foot",2.86,1.144,40,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",14
"3394","C-300.2A",1,"foot",2.86,0.429,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",14
"3395","C-300.2B",1,"foot",2.86,0.429,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",14
"3396","C-300.2X",1,"foot",2.86,0.429,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",14
"3397","E-200.1",7983360,"foot",0.45,0.1125,25,"4-Project Management","2-Cable Design","2-Cable Design","Project Management",14
